CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN,CVE_MUN_Unique,NOM_ENT_Clean,NOM_MUN_Clean,KEY_inegi,best_match,match_score,ESTADO_Clean,MUNICIPIO_Clean,KEY_prod
7,Chiapas,125,Honduras de la Sierra,07-125,chiapas,honduras de la sierra,chiapas-honduras de la sierra,chiapas-honduras de la sierra,100,chiapas,honduras de la sierra,chiapas-honduras de la sierra
9,Ciudad de México,3,Coyoacán,09-003,ciudad de mexico,coyoacan,ciudad de mexico-coyoacan,ciudad de mexico-coyoacan,100,ciudad de mexico,coyoacan,ciudad de mexico-coyoacan
9,Ciudad de México,4,Cuajimalpa de Morelos,09-004,ciudad de mexico,cuajimalpa de morelos,ciudad de mexico-cuajimalpa de morelos,ciudad de mexico-cuajimalpa de morelos,100,ciudad de mexico,cuajimalpa de morelos,ciudad de mexico-cuajimalpa de morelos
9,Ciudad de México,7,Iztapalapa,09-007,ciudad de mexico,iztapalapa,ciudad de mexico-iztapalapa,ciudad de mexico-iztapalapa,100,ciudad de mexico,iztapalapa,ciudad de mexico-iztapalapa
9,Ciudad de México,8,La Magdalena Contreras,09-008,ciudad de mexico,la magdalena contreras,ciudad de mexico-la magdalena contreras,ciudad de mexico-la magdalena contreras,100,ciudad de mexico,la magdalena contreras,ciudad de mexico-la magdalena contreras
9,Ciudad de México,9,Milpa Alta,09-009,ciudad de mexico,milpa alta,ciudad de mexico-milpa alta,ciudad de mexico-milpa alta,100,ciudad de mexico,milpa alta,ciudad de mexico-milpa alta
9,Ciudad de México,10,Álvaro Obregón,09-010,ciudad de mexico,alvaro obregon,ciudad de mexico-alvaro obregon,ciudad de mexico-alvaro obregon,100,ciudad de mexico,alvaro obregon,ciudad de mexico-alvaro obregon
9,Ciudad de México,11,Tláhuac,09-011,ciudad de mexico,tlahuac,ciudad de mexico-tlahuac,ciudad de mexico-tlahuac,100,ciudad de mexico,tlahuac,ciudad de mexico-tlahuac
9,Ciudad de México,12,Tlalpan,09-012,ciudad de mexico,tlalpan,ciudad de mexico-tlalpan,ciudad de mexico-tlalpan,100,ciudad de mexico,tlalpan,ciudad de mexico-tlalpan
9,Ciudad de México,13,Xochimilco,09-013,ciudad de mexico,xochimilco,ciudad de mexico-xochimilco,ciudad de mexico-xochimilco,100,ciudad de mexico,xochimilco,ciudad de mexico-xochimilco
10,Durango,1,Canatlán,10-001,durango,canatlan,durango-canatlan,durango-canatlan,100,durango,canatlan,durango-canatlan
10,Durango,2,Canelas,10-002,durango,canelas,durango-canelas,durango-canelas,100,durango,canelas,durango-canelas
10,Durango,3,Coneto de Comonfort,10-003,durango,coneto de comonfort,durango-coneto de comonfort,durango-coneto de comonfort,100,durango,coneto de comonfort,durango-coneto de comonfort
10,Durango,4,Cuencamé,10-004,durango,cuencame,durango-cuencame,durango-cuencame,100,durango,cuencame,durango-cuencame
10,Durango,5,Durango,10-005,durango,durango,durango-durango,durango-durango,100,durango,durango,durango-durango
10,Durango,6,General Simón Bolívar,10-006,durango,general simon bolivar,durango-general simon bolivar,durango-general simon bolivar,100,durango,general simon bolivar,durango-general simon bolivar
10,Durango,8,Guadalupe Victoria,10-008,durango,guadalupe victoria,durango-guadalupe victoria,durango-guadalupe victoria,100,durango,guadalupe victoria,durango-guadalupe victoria
10,Durango,9,Guanaceví,10-009,durango,guanacevi,durango-guanacevi,durango-guanacevi,100,durango,guanacevi,durango-guanacevi
10,Durango,10,Hidalgo,10-010,durango,hidalgo,durango-hidalgo,durango-hidalgo,100,durango,hidalgo,durango-hidalgo
10,Durango,11,Indé,10-011,durango,inde,durango-inde,durango-inde,100,durango,inde,durango-inde
10,Durango,13,Mapimí,10-013,durango,mapimi,durango-mapimi,durango-mapimi,100,durango,mapimi,durango-mapimi
10,Durango,14,Mezquital,10-014,durango,mezquital,durango-mezquital,durango-mezquital,100,durango,mezquital,durango-mezquital
10,Durango,15,Nazas,10-015,durango,nazas,durango-nazas,durango-nazas,100,durango,nazas,durango-nazas
10,Durango,16,Nombre de Dios,10-016,durango,nombre de dios,durango-nombre de dios,durango-nombre de dios,100,durango,nombre de dios,durango-nombre de dios
10,Durango,17,Ocampo,10-017,durango,ocampo,durango-ocampo,durango-ocampo,100,durango,ocampo,durango-ocampo
10,Durango,18,El Oro,10-018,durango,el oro,durango-el oro,durango-el oro,100,durango,el oro,durango-el oro
10,Durango,19,Otáez,10-019,durango,otaez,durango-otaez,durango-otaez,100,durango,otaez,durango-otaez
10,Durango,20,Pánuco de Coronado,10-020,durango,panuco de coronado,durango-panuco de coronado,durango-panuco de coronado,100,durango,panuco de coronado,durango-panuco de coronado
10,Durango,21,Peñón Blanco,10-021,durango,penon blanco,durango-penon blanco,durango-penon blanco,100,durango,penon blanco,durango-penon blanco
10,Durango,22,Poanas,10-022,durango,poanas,durango-poanas,durango-poanas,100,durango,poanas,durango-poanas
10,Durango,23,Pueblo Nuevo,10-023,durango,pueblo nuevo,durango-pueblo nuevo,durango-pueblo nuevo,100,durango,pueblo nuevo,durango-pueblo nuevo
10,Durango,24,Rodeo,10-024,durango,rodeo,durango-rodeo,durango-rodeo,100,durango,rodeo,durango-rodeo
10,Durango,25,San Bernardo,10-025,durango,san bernardo,durango-san bernardo,durango-san bernardo,100,durango,san bernardo,durango-san bernardo
10,Durango,26,San Dimas,10-026,durango,san dimas,durango-san dimas,durango-san dimas,100,durango,san dimas,durango-san dimas
10,Durango,27,San Juan de Guadalupe,10-027,durango,san juan de guadalupe,durango-san juan de guadalupe,durango-san juan de guadalupe,100,durango,san juan de guadalupe,durango-san juan de guadalupe
10,Durango,28,San Juan del Río,10-028,durango,san juan del rio,durango-san juan del rio,durango-san juan del rio,100,durango,san juan del rio,durango-san juan del rio
10,Durango,29,San Luis del Cordero,10-029,durango,san luis del cordero,durango-san luis del cordero,durango-san luis del cordero,100,durango,san luis del cordero,durango-san luis del cordero
10,Durango,30,San Pedro del Gallo,10-030,durango,san pedro del gallo,durango-san pedro del gallo,durango-san pedro del gallo,100,durango,san pedro del gallo,durango-san pedro del gallo
10,Durango,31,Santa Clara,10-031,durango,santa clara,durango-santa clara,durango-santa clara,100,durango,santa clara,durango-santa clara
10,Durango,32,Santiago Papasquiaro,10-032,durango,santiago papasquiaro,durango-santiago papasquiaro,durango-santiago papasquiaro,100,durango,santiago papasquiaro,durango-santiago papasquiaro
10,Durango,33,Súchil,10-033,durango,suchil,durango-suchil,durango-suchil,100,durango,suchil,durango-suchil
10,Durango,34,Tamazula,10-034,durango,tamazula,durango-tamazula,durango-tamazula,100,durango,tamazula,durango-tamazula
10,Durango,35,Tepehuanes,10-035,durango,tepehuanes,durango-tepehuanes,durango-tepehuanes,100,durango,tepehuanes,durango-tepehuanes
10,Durango,36,Tlahualilo,10-036,durango,tlahualilo,durango-tlahualilo,durango-tlahualilo,100,durango,tlahualilo,durango-tlahualilo
10,Durango,37,Topia,10-037,durango,topia,durango-topia,durango-topia,100,durango,topia,durango-topia
10,Durango,38,Vicente Guerrero,10-038,durango,vicente guerrero,durango-vicente guerrero,durango-vicente guerrero,100,durango,vicente guerrero,durango-vicente guerrero
10,Durango,39,Nuevo Ideal,10-039,durango,nuevo ideal,durango-nuevo ideal,durango-nuevo ideal,100,durango,nuevo ideal,durango-nuevo ideal
12,Guerrero,1,Acapulco de Juárez,12-001,guerrero,acapulco de juarez,guerrero-acapulco de juarez,guerrero-acapulco de juarez,100,guerrero,acapulco de juarez,guerrero-acapulco de juarez
12,Guerrero,2,Ahuacuotzingo,12-002,guerrero,ahuacuotzingo,guerrero-ahuacuotzingo,guerrero-ahuacuotzingo,100,guerrero,ahuacuotzingo,guerrero-ahuacuotzingo
12,Guerrero,3,Ajuchitlán del Progreso,12-003,guerrero,ajuchitlan del progreso,guerrero-ajuchitlan del progreso,guerrero-ajuchitlan del progreso,100,guerrero,ajuchitlan del progreso,guerrero-ajuchitlan del progreso
12,Guerrero,4,Alcozauca de Guerrero,12-004,guerrero,alcozauca de guerrero,guerrero-alcozauca de guerrero,guerrero-alcozauca de guerrero,100,guerrero,alcozauca de guerrero,guerrero-alcozauca de guerrero
12,Guerrero,5,Alpoyeca,12-005,guerrero,alpoyeca,guerrero-alpoyeca,guerrero-alpoyeca,100,guerrero,alpoyeca,guerrero-alpoyeca
12,Guerrero,6,Apaxtla,12-006,guerrero,apaxtla,guerrero-apaxtla,guerrero-apaxtla,100,guerrero,apaxtla,guerrero-apaxtla
12,Guerrero,7,Arcelia,12-007,guerrero,arcelia,guerrero-arcelia,guerrero-arcelia,100,guerrero,arcelia,guerrero-arcelia
12,Guerrero,8,Atenango del Río,12-008,guerrero,atenango del rio,guerrero-atenango del rio,guerrero-atenango del rio,100,guerrero,atenango del rio,guerrero-atenango del rio
12,Guerrero,9,Atlamajalcingo del Monte,12-009,guerrero,atlamajalcingo del monte,guerrero-atlamajalcingo del monte,guerrero-atlamajalcingo del monte,100,guerrero,atlamajalcingo del monte,guerrero-atlamajalcingo del monte
12,Guerrero,10,Atlixtac,12-010,guerrero,atlixtac,guerrero-atlixtac,guerrero-atlixtac,100,guerrero,atlixtac,guerrero-atlixtac
12,Guerrero,11,Atoyac de Álvarez,12-011,guerrero,atoyac de alvarez,guerrero-atoyac de alvarez,guerrero-atoyac de alvarez,100,guerrero,atoyac de alvarez,guerrero-atoyac de alvarez
12,Guerrero,12,Ayutla de los Libres,12-012,guerrero,ayutla de los libres,guerrero-ayutla de los libres,guerrero-ayutla de los libres,100,guerrero,ayutla de los libres,guerrero-ayutla de los libres
12,Guerrero,13,Azoyú,12-013,guerrero,azoyu,guerrero-azoyu,guerrero-azoyu,100,guerrero,azoyu,guerrero-azoyu
12,Guerrero,14,Benito Juárez,12-014,guerrero,benito juarez,guerrero-benito juarez,guerrero-benito juarez,100,guerrero,benito juarez,guerrero-benito juarez
12,Guerrero,15,Buenavista de Cuéllar,12-015,guerrero,buenavista de cuellar,guerrero-buenavista de cuellar,guerrero-buenavista de cuellar,100,guerrero,buenavista de cuellar,guerrero-buenavista de cuellar
12,Guerrero,16,Coahuayutla de José María Izazaga,12-016,guerrero,coahuayutla de jose maria izazaga,guerrero-coahuayutla de jose maria izazaga,guerrero-coahuayutla de jose maria izazaga,100,guerrero,coahuayutla de jose maria izazaga,guerrero-coahuayutla de jose maria izazaga
12,Guerrero,17,Cocula,12-017,guerrero,cocula,guerrero-cocula,guerrero-cocula,100,guerrero,cocula,guerrero-cocula
12,Guerrero,18,Copala,12-018,guerrero,copala,guerrero-copala,guerrero-copala,100,guerrero,copala,guerrero-copala
12,Guerrero,19,Copalillo,12-019,guerrero,copalillo,guerrero-copalillo,guerrero-copalillo,100,guerrero,copalillo,guerrero-copalillo
12,Guerrero,20,Copanatoyac,12-020,guerrero,copanatoyac,guerrero-copanatoyac,guerrero-copanatoyac,100,guerrero,copanatoyac,guerrero-copanatoyac
12,Guerrero,21,Coyuca de Benítez,12-021,guerrero,coyuca de benitez,guerrero-coyuca de benitez,guerrero-coyuca de benitez,100,guerrero,coyuca de benitez,guerrero-coyuca de benitez
12,Guerrero,22,Coyuca de Catalán,12-022,guerrero,coyuca de catalan,guerrero-coyuca de catalan,guerrero-coyuca de catalan,100,guerrero,coyuca de catalan,guerrero-coyuca de catalan
12,Guerrero,23,Cuajinicuilapa,12-023,guerrero,cuajinicuilapa,guerrero-cuajinicuilapa,guerrero-cuajinicuilapa,100,guerrero,cuajinicuilapa,guerrero-cuajinicuilapa
12,Guerrero,24,Cualác,12-024,guerrero,cualac,guerrero-cualac,guerrero-cualac,100,guerrero,cualac,guerrero-cualac
12,Guerrero,25,Cuautepec,12-025,guerrero,cuautepec,guerrero-cuautepec,guerrero-cuautepec,100,guerrero,cuautepec,guerrero-cuautepec
12,Guerrero,26,Cuetzala del Progreso,12-026,guerrero,cuetzala del progreso,guerrero-cuetzala del progreso,guerrero-cuetzala del progreso,100,guerrero,cuetzala del progreso,guerrero-cuetzala del progreso
12,Guerrero,27,Cutzamala de Pinzón,12-027,guerrero,cutzamala de pinzon,guerrero-cutzamala de pinzon,guerrero-cutzamala de pinzon,100,guerrero,cutzamala de pinzon,guerrero-cutzamala de pinzon
12,Guerrero,28,Chilapa de Álvarez,12-028,guerrero,chilapa de alvarez,guerrero-chilapa de alvarez,guerrero-chilapa de alvarez,100,guerrero,chilapa de alvarez,guerrero-chilapa de alvarez
12,Guerrero,29,Chilpancingo de los Bravo,12-029,guerrero,chilpancingo de los bravo,guerrero-chilpancingo de los bravo,guerrero-chilpancingo de los bravo,100,guerrero,chilpancingo de los bravo,guerrero-chilpancingo de los bravo
12,Guerrero,30,Florencio Villarreal,12-030,guerrero,florencio villarreal,guerrero-florencio villarreal,guerrero-florencio villarreal,100,guerrero,florencio villarreal,guerrero-florencio villarreal
12,Guerrero,31,General Canuto A. Neri,12-031,guerrero,general canuto a. neri,guerrero-general canuto a. neri,guerrero-general canuto a. neri,100,guerrero,general canuto a. neri,guerrero-general canuto a. neri
12,Guerrero,32,General Heliodoro Castillo,12-032,guerrero,general heliodoro castillo,guerrero-general heliodoro castillo,guerrero-general heliodoro castillo,100,guerrero,general heliodoro castillo,guerrero-general heliodoro castillo
12,Guerrero,33,Huamuxtitlán,12-033,guerrero,huamuxtitlan,guerrero-huamuxtitlan,guerrero-huamuxtitlan,100,guerrero,huamuxtitlan,guerrero-huamuxtitlan
12,Guerrero,34,Huitzuco de los Figueroa,12-034,guerrero,huitzuco de los figueroa,guerrero-huitzuco de los figueroa,guerrero-huitzuco de los figueroa,100,guerrero,huitzuco de los figueroa,guerrero-huitzuco de los figueroa
12,Guerrero,35,Iguala de la Independencia,12-035,guerrero,iguala de la independencia,guerrero-iguala de la independencia,guerrero-iguala de la independencia,100,guerrero,iguala de la independencia,guerrero-iguala de la independencia
12,Guerrero,36,Igualapa,12-036,guerrero,igualapa,guerrero-igualapa,guerrero-igualapa,100,guerrero,igualapa,guerrero-igualapa
12,Guerrero,37,Ixcateopan de Cuauhtémoc,12-037,guerrero,ixcateopan de cuauhtemoc,guerrero-ixcateopan de cuauhtemoc,guerrero-ixcateopan de cuauhtemoc,100,guerrero,ixcateopan de cuauhtemoc,guerrero-ixcateopan de cuauhtemoc
12,Guerrero,39,Juan R. Escudero,12-039,guerrero,juan r. escudero,guerrero-juan r. escudero,guerrero-juan r. escudero,100,guerrero,juan r. escudero,guerrero-juan r. escudero
12,Guerrero,40,Leonardo Bravo,12-040,guerrero,leonardo bravo,guerrero-leonardo bravo,guerrero-leonardo bravo,100,guerrero,leonardo bravo,guerrero-leonardo bravo
12,Guerrero,41,Malinaltepec,12-041,guerrero,malinaltepec,guerrero-malinaltepec,guerrero-malinaltepec,100,guerrero,malinaltepec,guerrero-malinaltepec
12,Guerrero,42,Mártir de Cuilapan,12-042,guerrero,martir de cuilapan,guerrero-martir de cuilapan,guerrero-martir de cuilapan,100,guerrero,martir de cuilapan,guerrero-martir de cuilapan
12,Guerrero,43,Metlatónoc,12-043,guerrero,metlatonoc,guerrero-metlatonoc,guerrero-metlatonoc,100,guerrero,metlatonoc,guerrero-metlatonoc
12,Guerrero,44,Mochitlán,12-044,guerrero,mochitlan,guerrero-mochitlan,guerrero-mochitlan,100,guerrero,mochitlan,guerrero-mochitlan
12,Guerrero,45,Olinalá,12-045,guerrero,olinala,guerrero-olinala,guerrero-olinala,100,guerrero,olinala,guerrero-olinala
12,Guerrero,46,Ometepec,12-046,guerrero,ometepec,guerrero-ometepec,guerrero-ometepec,100,guerrero,ometepec,guerrero-ometepec
12,Guerrero,47,Pedro Ascencio Alquisiras,12-047,guerrero,pedro ascencio alquisiras,guerrero-pedro ascencio alquisiras,guerrero-pedro ascencio alquisiras,100,guerrero,pedro ascencio alquisiras,guerrero-pedro ascencio alquisiras
12,Guerrero,48,Petatlán,12-048,guerrero,petatlan,guerrero-petatlan,guerrero-petatlan,100,guerrero,petatlan,guerrero-petatlan
12,Guerrero,49,Pilcaya,12-049,guerrero,pilcaya,guerrero-pilcaya,guerrero-pilcaya,100,guerrero,pilcaya,guerrero-pilcaya
12,Guerrero,50,Pungarabato,12-050,guerrero,pungarabato,guerrero-pungarabato,guerrero-pungarabato,100,guerrero,pungarabato,guerrero-pungarabato
12,Guerrero,51,Quechultenango,12-051,guerrero,quechultenango,guerrero-quechultenango,guerrero-quechultenango,100,guerrero,quechultenango,guerrero-quechultenango
12,Guerrero,52,San Luis Acatlán,12-052,guerrero,san luis acatlan,guerrero-san luis acatlan,guerrero-san luis acatlan,100,guerrero,san luis acatlan,guerrero-san luis acatlan
12,Guerrero,53,San Marcos,12-053,guerrero,san marcos,guerrero-san marcos,guerrero-san marcos,100,guerrero,san marcos,guerrero-san marcos
12,Guerrero,54,San Miguel Totolapan,12-054,guerrero,san miguel totolapan,guerrero-san miguel totolapan,guerrero-san miguel totolapan,100,guerrero,san miguel totolapan,guerrero-san miguel totolapan
12,Guerrero,55,Taxco de Alarcón,12-055,guerrero,taxco de alarcon,guerrero-taxco de alarcon,guerrero-taxco de alarcon,100,guerrero,taxco de alarcon,guerrero-taxco de alarcon
12,Guerrero,56,Tecoanapa,12-056,guerrero,tecoanapa,guerrero-tecoanapa,guerrero-tecoanapa,100,guerrero,tecoanapa,guerrero-tecoanapa
12,Guerrero,57,Técpan de Galeana,12-057,guerrero,tecpan de galeana,guerrero-tecpan de galeana,guerrero-tecpan de galeana,100,guerrero,tecpan de galeana,guerrero-tecpan de galeana
12,Guerrero,58,Teloloapan,12-058,guerrero,teloloapan,guerrero-teloloapan,guerrero-teloloapan,100,guerrero,teloloapan,guerrero-teloloapan
12,Guerrero,59,Tepecoacuilco de Trujano,12-059,guerrero,tepecoacuilco de trujano,guerrero-tepecoacuilco de trujano,guerrero-tepecoacuilco de trujano,100,guerrero,tepecoacuilco de trujano,guerrero-tepecoacuilco de trujano
12,Guerrero,60,Tetipac,12-060,guerrero,tetipac,guerrero-tetipac,guerrero-tetipac,100,guerrero,tetipac,guerrero-tetipac
12,Guerrero,61,Tixtla de Guerrero,12-061,guerrero,tixtla de guerrero,guerrero-tixtla de guerrero,guerrero-tixtla de guerrero,100,guerrero,tixtla de guerrero,guerrero-tixtla de guerrero
12,Guerrero,62,Tlacoachistlahuaca,12-062,guerrero,tlacoachistlahuaca,guerrero-tlacoachistlahuaca,guerrero-tlacoachistlahuaca,100,guerrero,tlacoachistlahuaca,guerrero-tlacoachistlahuaca
12,Guerrero,63,Tlacoapa,12-063,guerrero,tlacoapa,guerrero-tlacoapa,guerrero-tlacoapa,100,guerrero,tlacoapa,guerrero-tlacoapa
12,Guerrero,64,Tlalchapa,12-064,guerrero,tlalchapa,guerrero-tlalchapa,guerrero-tlalchapa,100,guerrero,tlalchapa,guerrero-tlalchapa
12,Guerrero,65,Tlalixtaquilla de Maldonado,12-065,guerrero,tlalixtaquilla de maldonado,guerrero-tlalixtaquilla de maldonado,guerrero-tlalixtaquilla de maldonado,100,guerrero,tlalixtaquilla de maldonado,guerrero-tlalixtaquilla de maldonado
12,Guerrero,66,Tlapa de Comonfort,12-066,guerrero,tlapa de comonfort,guerrero-tlapa de comonfort,guerrero-tlapa de comonfort,100,guerrero,tlapa de comonfort,guerrero-tlapa de comonfort
12,Guerrero,67,Tlapehuala,12-067,guerrero,tlapehuala,guerrero-tlapehuala,guerrero-tlapehuala,100,guerrero,tlapehuala,guerrero-tlapehuala
12,Guerrero,68,La Unión de Isidoro Montes de Oca,12-068,guerrero,la union de isidoro montes de oca,guerrero-la union de isidoro montes de oca,guerrero-la union de isidoro montes de oca,100,guerrero,la union de isidoro montes de oca,guerrero-la union de isidoro montes de oca
12,Guerrero,69,Xalpatláhuac,12-069,guerrero,xalpatlahuac,guerrero-xalpatlahuac,guerrero-xalpatlahuac,100,guerrero,xalpatlahuac,guerrero-xalpatlahuac
12,Guerrero,70,Xochihuehuetlán,12-070,guerrero,xochihuehuetlan,guerrero-xochihuehuetlan,guerrero-xochihuehuetlan,100,guerrero,xochihuehuetlan,guerrero-xochihuehuetlan
12,Guerrero,71,Xochistlahuaca,12-071,guerrero,xochistlahuaca,guerrero-xochistlahuaca,guerrero-xochistlahuaca,100,guerrero,xochistlahuaca,guerrero-xochistlahuaca
12,Guerrero,72,Zapotitlán Tablas,12-072,guerrero,zapotitlan tablas,guerrero-zapotitlan tablas,guerrero-zapotitlan tablas,100,guerrero,zapotitlan tablas,guerrero-zapotitlan tablas
12,Guerrero,73,Zirándaro,12-073,guerrero,zirandaro,guerrero-zirandaro,guerrero-zirandaro,100,guerrero,zirandaro,guerrero-zirandaro
12,Guerrero,74,Zitlala,12-074,guerrero,zitlala,guerrero-zitlala,guerrero-zitlala,100,guerrero,zitlala,guerrero-zitlala
12,Guerrero,75,Eduardo Neri,12-075,guerrero,eduardo neri,guerrero-eduardo neri,guerrero-eduardo neri,100,guerrero,eduardo neri,guerrero-eduardo neri
12,Guerrero,76,Acatepec,12-076,guerrero,acatepec,guerrero-acatepec,guerrero-acatepec,100,guerrero,acatepec,guerrero-acatepec
12,Guerrero,77,Marquelia,12-077,guerrero,marquelia,guerrero-marquelia,guerrero-marquelia,100,guerrero,marquelia,guerrero-marquelia
12,Guerrero,78,Cochoapa el Grande,12-078,guerrero,cochoapa el grande,guerrero-cochoapa el grande,guerrero-cochoapa el grande,100,guerrero,cochoapa el grande,guerrero-cochoapa el grande
12,Guerrero,79,José Joaquín de Herrera,12-079,guerrero,jose joaquin de herrera,guerrero-jose joaquin de herrera,guerrero-jose joaquin de herrera,100,guerrero,jose joaquin de herrera,guerrero-jose joaquin de herrera
12,Guerrero,80,Juchitán,12-080,guerrero,juchitan,guerrero-juchitan,guerrero-juchitan,100,guerrero,juchitan,guerrero-juchitan
